trial_index,runnability_errors,state_calculation_errors,total_errors,failed_to_run,model
37,0.0,0.0,0.0,False,deepseek-v3-0324
38,0.0,0.0,0.0,False,deepseek-v3-0324
39,0.0,0.0,0.0,False,deepseek-v3-0324
40,0.0,0.0,0.0,False,deepseek-v3-0324
41,0.0,0.0,0.0,False,deepseek-v3-0324
42,0.0,0.0,0.0,False,deepseek-v3-0324
43,0.0,0.0,0.0,False,deepseek-v3-0324
44,0.0,0.0,0.0,False,deepseek-v3-0324
45,0.0,0.0,0.0,False,deepseek-v3-0324
46,0.0,0.0,0.0,False,deepseek-v3-0324
47,0.0,0.0,0.0,False,deepseek-v3-0324
48,0.0,0.0,0.0,False,deepseek-v3-0324
49,1.0,0.0,1.0,False,deepseek-v3-0324
0,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
1,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
2,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
3,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
4,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
5,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
6,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
7,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
8,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
9,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
10,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
11,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
12,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
13,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
14,0.0,1.0,1.0,False,claude-3-5-sonnet-20241022
15,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
16,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
17,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
18,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
19,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
20,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
21,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
22,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
23,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
24,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
25,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
26,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
27,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
28,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
29,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
30,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
31,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
32,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
33,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
34,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
35,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
36,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
37,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
38,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
39,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
40,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
41,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
42,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
43,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
44,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
45,0.0,1.0,1.0,False,claude-3-5-sonnet-20241022
46,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
47,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
48,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
49,0.0,0.0,0.0,False,claude-3-5-sonnet-20241022
0,6.0,0.0,6.0,False,llama-v3p1-8b-instruct
1,7.0,7.0,14.0,False,llama-v3p1-8b-instruct
2,4.0,0.0,4.0,False,llama-v3p1-8b-instruct
3,8.0,0.0,8.0,False,llama-v3p1-8b-instruct
4,9.0,5.0,14.0,False,llama-v3p1-8b-instruct
5,1.0,0.0,1.0,False,llama-v3p1-8b-instruct
6,7.0,0.0,7.0,False,llama-v3p1-8b-instruct
7,13.0,19.0,32.0,False,llama-v3p1-8b-instruct
8,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
9,10.0,1.0,11.0,False,llama-v3p1-8b-instruct
10,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
11,3.0,0.0,3.0,False,llama-v3p1-8b-instruct
12,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
13,4.0,0.0,4.0,False,llama-v3p1-8b-instruct
14,3.0,0.0,3.0,False,llama-v3p1-8b-instruct
15,5.0,0.0,5.0,False,llama-v3p1-8b-instruct
16,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
17,4.0,0.0,4.0,False,llama-v3p1-8b-instruct
18,1.0,0.0,1.0,False,llama-v3p1-8b-instruct
19,21.0,5.0,26.0,False,llama-v3p1-8b-instruct
20,7.0,2.0,9.0,False,llama-v3p1-8b-instruct
21,3.0,0.0,3.0,False,llama-v3p1-8b-instruct
22,2.0,0.0,2.0,False,llama-v3p1-8b-instruct
23,4.0,0.0,4.0,False,llama-v3p1-8b-instruct
24,8.0,0.0,8.0,False,llama-v3p1-8b-instruct
25,3.0,0.0,3.0,False,llama-v3p1-8b-instruct
26,3.0,0.0,3.0,False,llama-v3p1-8b-instruct
27,10.0,1.0,11.0,False,llama-v3p1-8b-instruct
28,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
29,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
30,2.0,6.0,8.0,False,llama-v3p1-8b-instruct
31,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
32,38.0,1.0,39.0,False,llama-v3p1-8b-instruct
33,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
34,0.0,0.0,0.0,True,llama-v3p1-8b-instruct
35,0.0,0.0,0.0,True,llama-v3p1-8b-instruct
36,0.0,1.0,1.0,False,llama-v3p1-8b-instruct
37,2.0,5.0,7.0,False,llama-v3p1-8b-instruct
38,5.0,0.0,5.0,False,llama-v3p1-8b-instruct
39,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
40,1.0,0.0,1.0,False,llama-v3p1-8b-instruct
41,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
42,3.0,1.0,4.0,False,llama-v3p1-8b-instruct
43,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
44,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
45,0.0,0.0,0.0,False,llama-v3p1-8b-instruct
46,0.0,0.0,0.0,True,llama-v3p1-8b-instruct
47,3.0,0.0,3.0,False,llama-v3p1-8b-instruct
48,8.0,0.0,8.0,False,llama-v3p1-8b-instruct
49,0.0,0.0,0.0,True,llama-v3p1-8b-instruct
0,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
1,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
2,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
3,2.0,0.0,2.0,False,llama-v3p3-70b-instruct
4,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
5,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
6,2.0,1.0,3.0,False,llama-v3p3-70b-instruct
7,0.0,0.0,0.0,True,llama-v3p3-70b-instruct
8,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
9,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
10,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
11,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
12,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
13,2.0,0.0,2.0,False,llama-v3p3-70b-instruct
14,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
15,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
16,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
17,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
18,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
19,2.0,2.0,4.0,False,llama-v3p3-70b-instruct
20,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
21,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
22,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
23,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
24,2.0,2.0,4.0,False,llama-v3p3-70b-instruct
25,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
26,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
27,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
28,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
29,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
30,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
31,0.0,1.0,1.0,False,llama-v3p3-70b-instruct
32,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
33,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
34,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
35,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
36,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
37,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
38,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
39,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
40,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
41,0.0,1.0,1.0,False,llama-v3p3-70b-instruct
42,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
43,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
44,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
45,0.0,1.0,1.0,False,llama-v3p3-70b-instruct
46,0.0,0.0,0.0,False,llama-v3p3-70b-instruct
47,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
48,1.0,0.0,1.0,False,llama-v3p3-70b-instruct
49,2.0,1.0,3.0,False,llama-v3p3-70b-instruct
0,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
1,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
2,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
3,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
4,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
5,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
6,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
7,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
8,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
9,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
10,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
11,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
12,0.0,1.0,1.0,False,llama4-maverick-instruct-basic
13,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
14,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
15,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
16,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
17,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
18,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
19,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
20,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
21,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
22,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
23,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
24,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
25,1.0,0.0,1.0,False,llama4-maverick-instruct-basic
26,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
27,1.0,0.0,1.0,False,llama4-maverick-instruct-basic
28,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
29,1.0,0.0,1.0,False,llama4-maverick-instruct-basic
30,1.0,0.0,1.0,False,llama4-maverick-instruct-basic
31,1.0,0.0,1.0,False,llama4-maverick-instruct-basic
32,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
33,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
34,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
35,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
36,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
37,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
38,0.0,1.0,1.0,False,llama4-maverick-instruct-basic
39,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
40,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
41,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
42,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
43,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
44,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
45,0.0,1.0,1.0,False,llama4-maverick-instruct-basic
46,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
47,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
48,0.0,0.0,0.0,False,llama4-maverick-instruct-basic
49,0.0,1.0,1.0,False,llama4-maverick-instruct-basic
0,0.0,0.0,0.0,False,llama4-scout-instruct-basic
1,1.0,0.0,1.0,False,llama4-scout-instruct-basic
2,0.0,0.0,0.0,False,llama4-scout-instruct-basic
3,0.0,0.0,0.0,False,llama4-scout-instruct-basic
4,0.0,0.0,0.0,False,llama4-scout-instruct-basic
5,0.0,0.0,0.0,False,llama4-scout-instruct-basic
6,1.0,0.0,1.0,False,llama4-scout-instruct-basic
7,0.0,0.0,0.0,False,llama4-scout-instruct-basic
8,0.0,0.0,0.0,False,llama4-scout-instruct-basic
9,1.0,1.0,2.0,False,llama4-scout-instruct-basic
10,0.0,0.0,0.0,False,llama4-scout-instruct-basic
11,2.0,0.0,2.0,False,llama4-scout-instruct-basic
12,0.0,0.0,0.0,False,llama4-scout-instruct-basic
13,2.0,0.0,2.0,False,llama4-scout-instruct-basic
14,1.0,1.0,2.0,False,llama4-scout-instruct-basic
15,0.0,0.0,0.0,False,llama4-scout-instruct-basic
16,0.0,0.0,0.0,False,llama4-scout-instruct-basic
17,0.0,0.0,0.0,False,llama4-scout-instruct-basic
18,0.0,1.0,1.0,False,llama4-scout-instruct-basic
19,0.0,1.0,1.0,False,llama4-scout-instruct-basic
20,0.0,1.0,1.0,False,llama4-scout-instruct-basic
21,0.0,0.0,0.0,False,llama4-scout-instruct-basic
22,1.0,0.0,1.0,False,llama4-scout-instruct-basic
23,0.0,0.0,0.0,False,llama4-scout-instruct-basic
24,0.0,1.0,1.0,False,llama4-scout-instruct-basic
25,3.0,0.0,3.0,False,llama4-scout-instruct-basic
26,0.0,0.0,0.0,False,llama4-scout-instruct-basic
27,0.0,1.0,1.0,False,llama4-scout-instruct-basic
28,0.0,0.0,0.0,False,llama4-scout-instruct-basic
29,0.0,0.0,0.0,False,llama4-scout-instruct-basic
30,0.0,0.0,0.0,False,llama4-scout-instruct-basic
31,0.0,1.0,1.0,False,llama4-scout-instruct-basic
32,0.0,1.0,1.0,False,llama4-scout-instruct-basic
33,0.0,0.0,0.0,False,llama4-scout-instruct-basic
34,0.0,0.0,0.0,False,llama4-scout-instruct-basic
35,1.0,0.0,1.0,False,llama4-scout-instruct-basic
36,0.0,0.0,0.0,False,llama4-scout-instruct-basic
37,0.0,0.0,0.0,False,llama4-scout-instruct-basic
38,0.0,0.0,0.0,False,llama4-scout-instruct-basic
39,0.0,0.0,0.0,False,llama4-scout-instruct-basic
40,0.0,1.0,1.0,False,llama4-scout-instruct-basic
41,3.0,0.0,3.0,False,llama4-scout-instruct-basic
42,0.0,0.0,0.0,False,llama4-scout-instruct-basic
43,0.0,0.0,0.0,False,llama4-scout-instruct-basic
44,0.0,0.0,0.0,False,llama4-scout-instruct-basic
45,0.0,1.0,1.0,False,llama4-scout-instruct-basic
46,2.0,0.0,2.0,False,llama4-scout-instruct-basic
47,0.0,0.0,0.0,True,llama4-scout-instruct-basic
48,1.0,0.0,1.0,False,llama4-scout-instruct-basic
49,0.0,0.0,0.0,False,llama4-scout-instruct-basic
0,0.0,0.0,0.0,False,qwen3-235b-a22b
1,1.0,0.0,1.0,False,qwen3-235b-a22b
2,0.0,0.0,0.0,False,qwen3-235b-a22b
3,0.0,0.0,0.0,False,qwen3-235b-a22b
4,1.0,0.0,1.0,False,qwen3-235b-a22b
5,0.0,1.0,1.0,False,qwen3-235b-a22b
6,1.0,0.0,1.0,False,qwen3-235b-a22b
7,5.0,0.0,5.0,False,qwen3-235b-a22b
8,0.0,0.0,0.0,False,qwen3-235b-a22b
9,1.0,3.0,4.0,False,qwen3-235b-a22b
10,0.0,0.0,0.0,False,qwen3-235b-a22b
11,1.0,0.0,1.0,False,qwen3-235b-a22b
12,0.0,0.0,0.0,False,qwen3-235b-a22b
13,0.0,0.0,0.0,True,qwen3-235b-a22b
14,0.0,0.0,0.0,False,qwen3-235b-a22b
15,1.0,0.0,1.0,False,qwen3-235b-a22b
16,0.0,0.0,0.0,True,qwen3-235b-a22b
17,0.0,0.0,0.0,False,qwen3-235b-a22b
18,0.0,2.0,2.0,False,qwen3-235b-a22b
19,1.0,0.0,1.0,False,qwen3-235b-a22b
20,0.0,0.0,0.0,False,qwen3-235b-a22b
21,0.0,0.0,0.0,False,qwen3-235b-a22b
22,0.0,0.0,0.0,True,qwen3-235b-a22b
23,0.0,0.0,0.0,False,qwen3-235b-a22b
24,2.0,0.0,2.0,False,qwen3-235b-a22b
25,0.0,0.0,0.0,False,qwen3-235b-a22b
26,0.0,0.0,0.0,True,qwen3-235b-a22b
27,0.0,0.0,0.0,False,qwen3-235b-a22b
28,0.0,0.0,0.0,False,qwen3-235b-a22b
29,0.0,0.0,0.0,True,qwen3-235b-a22b
30,0.0,0.0,0.0,False,qwen3-235b-a22b
31,0.0,1.0,1.0,False,qwen3-235b-a22b
32,0.0,0.0,0.0,False,qwen3-235b-a22b
33,0.0,0.0,0.0,False,qwen3-235b-a22b
34,0.0,0.0,0.0,False,qwen3-235b-a22b
35,1.0,1.0,2.0,False,qwen3-235b-a22b
36,0.0,0.0,0.0,True,qwen3-235b-a22b
37,0.0,0.0,0.0,False,qwen3-235b-a22b
38,0.0,0.0,0.0,True,qwen3-235b-a22b
39,0.0,0.0,0.0,False,qwen3-235b-a22b
40,0.0,0.0,0.0,True,qwen3-235b-a22b
41,0.0,0.0,0.0,True,qwen3-235b-a22b
42,0.0,0.0,0.0,False,qwen3-235b-a22b
43,0.0,0.0,0.0,True,qwen3-235b-a22b
44,0.0,0.0,0.0,False,qwen3-235b-a22b
45,0.0,0.0,0.0,True,qwen3-235b-a22b
46,0.0,0.0,0.0,True,qwen3-235b-a22b
47,0.0,0.0,0.0,False,qwen3-235b-a22b
48,0.0,0.0,0.0,True,qwen3-235b-a22b
49,2.0,2.0,4.0,False,qwen3-235b-a22b
